"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV S","EV S%","PP S%","PP S","TS","S%","TG","TP1","TP","TP/GP","TS/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"WHL","Jacob Wright","DY","46190/jacob-wright","F","2020","49","0.1429","0.0000","0.1429","3","4","2","7","0","0","0","0","0","0","0","0","0.00","0.00","0","24","12.50","3","7","9","0.1837","0.49","100.00","42.86","19","4","82.61","22.84","104","70","9.46","0.9058","2002-05-06","18.36","18.65","11","EVT","5'10","R","2020","","","-",""
"WHL","Ethan Brandwood","DY","46224/ethan-brandwood","D","2020","35","0.1429","0.0000","0.1429","2","3","0","5","0","0","0","0","0","0","0","0","0.00","0.00","0","23","8.70","2","5","5","0.1429","0.66","100.00","40.00","17","13","56.67","- 0.78","81","60","12.99","0.6600","2002-05-09","18.35","18.64","24","KAM","6'02","R","2020","","","-",""
"OHL","Ole Bjorgvik Holm","DY","46012/ole-bjorgvik-holm","D","2020","57","0.1228","0.0175","0.1404","2","5","6","7","0","1","5","1","0","0","0","67","2.99","0.00","12","79","2.53","2","8","19","0.3333","1.39","87.50","25.00","48","50","48.98","- 0.32","105","108","18.23","0.4618","2002-05-23","18.31","18.61","88","MISS","6'03","L","2020","","","-","pick224.com/images/46012_ole-bjorgvik-holm2020.png"
"OHL","Kirill Steklov","DY","46052/kirill-steklov","D","2020","50","0.1200","0.0200","0.1400","1","5","2","6","1","0","0","1","0","0","0","39","2.56","33.33","3","43","4.65","2","7","9","0.1800","0.86","85.71","28.57","41","34","54.67","- 7.10","126","78","16.55","0.5077","2002-03-03","18.53","18.83","27","LDN","6'04","L","2020","","","-","pick224.com/images/46052_kirill-steklov2020.png"
"OHL","Max Dodig","DY","46095/max-dodig","F","2020","58","0.1034","0.0172","0.1379","4","2","1","6","0","1","0","1","0","1","0","48","8.33","0.00","1","49","8.16","4","8","9","0.1552","0.84","85.71","57.14","14","22","38.89","- 13.78","148","133","10.08","0.8213","2002-06-05","18.28","18.57","43","MISS","5'11","L","2020","","","-","pick224.com/images/46095_max-dodig2020.png"
"QMJHL","Samy Pare","DY","45315/samy-pare","F","2020","51","0.1176","0.0196","0.1373","5","1","6","6","1","0","4","1","0","0","0","45","11.11","12.50","8","54","11.11","6","7","17","0.3333","1.06","85.71","85.71","18","14","56.25","7.70","84","89","11.49","0.7170","2001-12-22","18.73","19.03","27","VIC","5'08","L","2020","","","-","pick224.com/images/45315_samy-pare2020.png"
"QMJHL","Samuel Dube","DY","45594/samuel-dube","F","2020","44","0.0909","0.0455","0.1364","3","1","3","4","0","2","3","2","0","0","0","48","6.25","0.00","15","64","4.69","3","6","12","0.2727","1.45","66.67","50.00","18","42","30.00","- 9.87","63","95","14.88","0.5499","2002-05-30","18.29","18.58","94","HAL","5'08","L","2020","","","-","pick224.com/images/45594_samuel-dube2020.png"
"OHL","Cooper Walker","DY","46078/cooper-walker","F","2020","45","0.1333","0.0000","0.1333","2","4","2","6","0","0","0","0","0","0","0","29","6.90","0.00","0","30","6.67","2","6","8","0.1778","0.67","100.00","33.33","11","19","36.67","- 14.13","96","93","11.07","0.7224","2002-07-11","18.18","18.47","28","GUE","5'09","R","2020","","","-","pick224.com/images/46078_cooper-walker2020.png"
"WHL","Connor Gabruch","DY","45160/connor-gabruch","F","2020","61","0.1311","0.0000","0.1311","5","3","1","8","0","0","1","0","0","0","0","0","0.00","0.00","0","97","5.15","5","8","10","0.1639","1.59","100.00","62.50","17","32","34.69","- 25.47","148","98","11.43","0.6883","2001-09-16","19.00","19.29","17","SPO/CGY","6'03","R","2020","","","-",""
"OHL","Ben McFarlane","DY","45668/ben-mcfarlane","F","2020","54","0.0926","0.0000","0.1296","2","3","2","5","0","0","0","0","2","0","0","50","4.00","0.00","1","53","7.55","4","7","9","0.1667","0.98","100.00","40.00","12","18","40.00","- 14.12","138","117","10.28","0.7563","2002-08-09","18.10","18.39","22","GUE","5'09","R","2020","","","-","pick224.com/images/45668_ben-mcfarlane2020.png"
"WHL","Brendan Williamson","DY","46152/brendan-williamson","F","2020","54","0.0926","0.0370","0.1296","1","4","1","5","0","2","0","2","0","0","0","0","0.00","0.00","0","59","1.69","1","7","8","0.1481","1.09","71.43","14.29","8","22","26.67","- 19.59","105","122","10.15","0.7663","2002-05-04","18.36","18.66","23","SEA","6'00","L","2020","","","-",""
"OHL","Jacob Murray","DY","45521/jacob-murray","D","2020","62","0.0968","0.0323","0.1290","3","3","4","6","0","2","3","2","0","0","0","71","4.23","0.00","18","93","3.23","3","8","15","0.2419","1.50","75.00","37.50","56","68","45.16","6.96","89","144","19.39","0.3993","2002-04-11","18.43","18.72","43","KGN","6'02","L","2020","","","-","pick224.com/images/45521_jacob-murray2020.png"
"WHL","Logan Dowhaniuk","DY","45615/logan-dowhaniuk","D","2020","62","0.1129","0.0161","0.1290","2","5","4","7","0","1","0","1","0","0","0","0","0.00","0.00","0","62","3.23","2","8","12","0.1935","1.00","87.50","25.00","45","33","57.69","- 0.56","127","91","15.52","0.4988","2002-06-20","18.24","18.53","24","EDM","6'00","L","2020","","","-",""
"WHL","Calder Anderson","DY","46211/calder-anderson","F","2020","62","0.0806","0.0484","0.1290","3","2","2","5","1","2","0","3","0","0","0","0","0.00","0.00","0","67","5.97","4","8","10","0.1613","1.08","62.50","50.00","11","47","18.97","- 16.11","94","174","11.90","0.6504","2002-04-15","18.42","18.71","14","MJ","5'09","L","2020","","","-",""
"OHL","Ethan Sims","DY","45341/ethan-sims","F","2020","47","0.1064","0.0213","0.1277","3","2","2","5","0","1","0","1","0","0","0","34","8.82","0.00","4","38","7.89","3","6","8","0.1702","0.81","83.33","50.00","14","32","30.43","- 7.28","89","147","11.03","0.6947","2002-01-08","18.69","18.98","21","NIAG","5'10","R","2020","","","-","pick224.com/images/45341_ethan-sims2020.png"
"QMJHL","Kaylen Gauthier","DY","45538/kaylen-gauthier","D","2020","48","0.1042","0.0208","0.1250","2","3","5","5","0","1","3","1","0","0","0","46","4.35","0.00","9","58","3.45","2","6","14","0.2917","1.21","83.33","33.33","39","31","55.71","5.03","74","72","18.36","0.4085","2002-04-23","18.39","18.69","23","DRU","5'10","R","2020","","","-","pick224.com/images/45538_kaylen-gauthier2020.png"
"OHL","Michael Stubbs","DY","46093/michael-stubbs","F","2020","40","0.1000","0.0250","0.1250","3","1","0","4","1","0","0","1","0","0","0","16","18.75","100.00","1","17","23.53","4","5","5","0.1250","0.43","80.00","80.00","6","7","46.15","- 1.31","103","114","8.66","0.8660","2002-04-01","18.46","18.75","18","MISS","5'08","R","2020","","","-","pick224.com/images/46093_michael-stubbs2020.png"
"OHL","Ryan Gagnier","DY","46099/ryan-gagnier","F","2020","57","0.1228","0.0000","0.1228","5","2","1","7","0","0","0","0","0","0","0","51","9.80","0.00","2","54","9.26","5","7","8","0.1404","0.95","100.00","71.43","14","17","45.16","- 2.78","128","139","10.27","0.7174","2002-07-16","18.16","18.46","67","OSH","5'11","L","2020","","","-","pick224.com/images/46099_ryan-gagnier2020.png"
"WHL","Jan Cikhart","DY","46115/jan-cikhart","F","2020","49","0.1224","0.0000","0.1224","3","3","0","6","0","0","2","0","0","0","0","0","0.00","0.00","0","45","6.67","3","6","8","0.1633","0.92","100.00","50.00","12","31","27.91","- 17.25","84","102","11.35","0.6472","2002-01-19","18.66","18.95","25","TC/REG","6'03","L","2020","","","-",""
"QMJHL","Maximilien Ledoux","DY","48974/maximilien-ledoux","F","2020","41","0.1220","0.0000","0.1220","2","3","5","5","0","0","0","0","0","0","0","29","6.90","0.00","0","29","6.90","2","5","10","0.2439","0.71","100.00","40.00","17","15","53.13","- 5.73","103","72","10.71","0.6834","2002-01-05","18.69","18.99","92","BLB","6'01","L","2020","","","-","pick224.com/images/45922_maximilien-ledoux2020.png"
"WHL","Logan Danis","DY","46169/logan-danis","F","2020","25","0.1200","0.0000","0.1200","1","2","1","3","0","0","0","0","0","0","0","0","0.00","0.00","0","14","7.14","1","3","4","0.1600","0.56","100.00","33.33","8","1","88.89","43.76","51","62","8.87","0.8120","2002-02-09","18.60","18.89","9","WPG","5'07","L","2020","","","-",""
"QMJHL","Edouard Cournoyer","DY","45923/edouard-cournoyer","D","2020","42","0.1190","0.0000","0.1190","1","4","5","5","0","0","0","0","0","0","0","20","5.00","0.00","0","20","5.00","1","5","10","0.2381","0.48","100.00","20.00","27","28","49.09","- 1.24","75","74","15.03","0.4751","2002-03-12","18.51","18.80","49","QUE","5'09","L","2020","","","-","pick224.com/images/45923_edouard-cournoyer2020.png"
"OHL","Michael Renwick","DY","45388/michael-renwick","D","2020","59","0.1186","0.0000","0.1186","3","4","10","7","0","0","0","0","0","0","0","61","4.92","0.00","3","69","4.35","3","7","17","0.2881","1.17","100.00","42.86","48","50","48.98","3.49","111","133","17.20","0.4138","2002-01-26","18.64","18.93","2","HAM","5'11","R","2020","","","-","pick224.com/images/45388_michael-renwick2020.png"
"QMJHL","Alex Drover","DY","45635/alex-drover","F","2020","59","0.1186","0.0000","0.1186","3","4","1","7","0","0","1","0","0","0","0","63","4.76","0.00","3","66","4.55","3","7","9","0.1525","1.12","100.00","42.86","15","32","31.91","- 15.00","137","155","10.84","0.6565","2002-07-04","18.20","18.49","14","SNB","5'10","R","2020","","","-","pick224.com/images/45635_alex-drover2020.png"
"QMJHL","Logan Camp","DY","45462/logan-camp","F","2020","26","0.1154","0.0000","0.1154","2","1","1","3","0","0","0","0","0","0","0","19","10.53","0.00","0","19","10.53","2","3","4","0.1538","0.73","100.00","66.67","6","5","54.55","0.81","72","62","9.11","0.7599","2002-03-06","18.53","18.82","23","BAC/CAP","5'11","R","2020","","","-","pick224.com/images/45462_logan-camp2020.png"
"WHL","Mason Ward","DY","45563/mason-ward","D","2020","61","0.0984","0.0000","0.1148","1","5","3","6","0","0","0","0","0","1","0","0","0.00","0.00","0","54","1.85","1","7","10","0.1639","0.89","100.00","16.67","44","64","40.74","- 3.59","86","108","17.41","0.3954","2002-05-12","18.34","18.64","24","RD","6'04","R","2020","","","-",""
"OHL","Charlie Callaghan","DY","45607/charlie-callaghan","D","2020","44","0.1136","0.0000","0.1136","2","3","1","5","0","0","0","0","0","0","1","17","11.76","0.00","0","17","11.76","2","5","7","0.1591","0.39","100.00","40.00","14","21","40.00","- 11.67","108","101","12.71","0.5365","2002-06-11","18.26","18.56","37","MISS","5'08","L","2020","","","-","pick224.com/images/45607_charlie-callaghan2020.png"
"QMJHL","Noah Delemont","DY","49006/noah-delemont","D","2020","64","0.0625","0.0469","0.1094","2","2","3","4","1","2","3","3","0","0","0","32","6.25","12.50","8","40","7.50","3","7","13","0.2031","0.63","57.14","42.86","43","60","41.75","7.66","75","145","17.76","0.3696","2002-02-07","18.61","18.90","9","BAT","5'09","L","2020","","","-","pick224.com/images/45982_noah-delemont2020.png"
"OHL","Gerard Keane","DY","45396/gerard-keane","D","2020","55","0.0909","0.0182","0.1091","2","3","6","5","0","1","1","1","0","0","1","69","2.90","0.00","1","70","2.86","2","6","14","0.2545","1.27","83.33","33.33","32","33","49.23","- 9.62","143","100","15.60","0.4195","2002-01-30","18.63","18.92","45","LDN","5'10","R","2020","","","-","pick224.com/images/45396_gerard-keane2020.png"
"WHL","David Homola","DY","46130/david-homola","D","2020","19","0.0526","0.0526","0.1053","0","1","1","1","0","1","0","1","0","0","0","0","0.00","0.00","0","5","0.00","0","2","3","0.1579","0.26","50.00","0.00","8","22","26.67","- 9.44","26","46","15.66","0.4033","2001-10-04","18.95","19.24","3","TC/MJ","5'11","L","2020","","","-",""
"WHL","Blake Gustafson","DY","46132/blake-gustafson","D","2020","38","0.1053","0.0000","0.1053","0","4","1","4","0","0","0","0","0","0","0","0","0.00","0.00","0","22","0.00","0","4","5","0.1316","0.58","100.00","0.00","8","21","27.59","- 16.49","67","85","12.85","0.4914","2002-05-21","18.32","18.61","3","RD","6'02","L","2020","","","-",""
"OHL","Cameron Peters","DY","45639/cameron-peters","F","2020","48","0.1042","0.0000","0.1042","2","3","2","5","0","0","0","0","0","0","0","71","2.82","0.00","9","80","2.50","2","5","7","0.1458","1.67","100.00","40.00","14","51","21.54","- 13.65","76","140","13.23","0.4725","2002-07-09","18.18","18.48","17","NB/NIAG","6'01","L","2020","","","-","pick224.com/images/45639_cameron-peters2020.png"
"QMJHL","Alexis Dube","DY","45928/alexis-dube","F","2020","58","0.0862","0.0000","0.1034","3","2","0","5","0","0","0","0","0","1","0","62","4.84","0.00","1","64","4.69","3","6","6","0.1034","1.10","100.00","60.00","11","33","25.00","- 14.04","98","153","11.15","0.5568","2002-06-28","18.21","18.51","55","BAT","6'01","L","2020","","","-","pick224.com/images/45928_alexis-dube2020.png"
"OHL","Zack Terry","DY","45514/zack-terry","D","2020","49","0.1020","0.0000","0.1020","0","5","2","5","0","0","0","0","0","0","0","43","0.00","0.00","1","44","0.00","0","5","7","0.1429","0.90","100.00","0.00","20","22","47.62","- 2.38","103","103","13.86","0.4416","2002-04-05","18.44","18.74","23","GUE","6'01","L","2020","","","-","pick224.com/images/45514_zack-terry2020.png"
"WHL","Chase Leslie","DY","45675/chase-leslie","D","2020","49","0.0816","0.0204","0.1020","3","1","4","4","0","1","2","1","0","0","0","0","0.00","0.00","0","45","6.67","3","5","11","0.2245","0.92","80.00","60.00","25","32","43.86","1.39","79","107","14.75","0.4151","2002-08-23","18.06","18.36","26","RD","5'10","L","2020","","","-",""
"OHL","Mark Woolley","DY","45284/mark-woolley","D","2020","50","0.1000","0.0000","0.1000","2","3","7","5","0","0","0","0","0","0","0","46","4.35","0.00","0","49","4.08","2","5","12","0.2400","0.98","100.00","40.00","41","33","55.41","1.68","101","87","17.40","0.3448","2001-11-26","18.80","19.10","28","OS","6'02","L","2020","","","-","pick224.com/images/45284_mark-woolley2020.png"
"WHL","Tyrel Bauer","DY","45486/tyrel-bauer","D","2020","60","0.1000","0.0000","0.1000","3","3","9","6","0","0","0","0","0","0","1","0","0.00","0.00","0","84","3.57","3","6","16","0.2667","1.40","100.00","50.00","48","62","43.64","- 3.73","81","90","18.58","0.3229","2002-03-23","18.48","18.77","6","SEA","6'03","R","2020","","","-",""
"OHL","A.J. Cook","DY","46065/a.j.-cook","D","2020","50","0.1000","0.0000","0.1000","1","4","2","5","0","0","0","0","0","0","1","57","1.75","0.00","0","57","1.75","1","5","8","0.1600","1.14","100.00","20.00","23","32","41.82","4.11","92","152","14.30","0.4197","2001-09-21","18.98","19.28","27","NIAG","5'09","L","2020","","","-","pick224.com/images/46065_a.j.-cook2020.png"
"WHL","Evan Toth","DY","47058/evan-toth","D","2020","50","0.1000","0.0000","0.1000","2","3","3","5","0","0","0","0","0","0","0","0","0.00","0.00","0","26","7.69","2","5","8","0.1600","0.52","100.00","40.00","36","28","56.25","2.27","95","81","14.94","0.4017","2002-06-13","18.26","18.55","3","CGY","6'01","L","2020","","","-",""
"QMJHL","Maverick Gauthier","DY","45932/maverick-gauthier","D","2020","62","0.0806","0.0161","0.0968","0","5","5","5","0","1","0","1","0","0","0","25","0.00","0.00","1","28","0.00","0","6","11","0.1774","0.45","83.33","0.00","32","39","45.07","0.50","115","143","14.58","0.3982","2002-03-13","18.51","18.80","74","VDO","5'10","R","2020","","","-","pick224.com/images/45926_maverick-gauthier2020.png"
"QMJHL","Cole Larkin","DY","45691/cole-larkin","D","2020","64","0.0781","0.0156","0.0938","1","4","5","5","0","1","1","1","0","0","1","53","1.89","0.00","9","63","1.59","1","6","13","0.2031","0.98","83.33","16.67","47","65","41.96","8.31","71","140","18.58","0.3027","2002-09-13","18.01","18.30","5","BAT","6'02","R","2020","","","-","pick224.com/images/45691_cole-larkin2020.png"
"WHL","Joel Sexsmith","DY","46215/joel-sexsmith","D","2020","54","0.0926","0.0000","0.0926","2","3","4","5","0","0","0","0","0","0","0","0","0.00","0.00","0","38","5.26","2","5","9","0.1667","0.70","100.00","40.00","31","41","43.06","- 2.44","91","109","15.23","0.3649","2002-04-13","18.42","18.72","27","RD","6'01","L","2020","","","-",""
"OHL","Christian Stevens","DY","47667/christian-stevens","F","2020","22","0.0909","0.0000","0.0909","1","1","1","2","0","0","0","0","0","0","0","11","9.09","0.00","1","12","8.33","1","2","3","0.1364","0.55","100.00","50.00","6","10","37.50","- 7.80","53","64","9.91","0.5502","2002-05-16","18.33","18.63","17","NB","5'11","R","2020","","","-","pick224.com/images/47667_christian-stevens2020.png"
"QMJHL","Francis Langlois","DY","45948/francis-langlois","F","2020","34","0.0882","0.0000","0.0882","1","2","0","3","0","0","0","0","0","0","0","31","3.23","0.00","0","31","3.23","1","3","3","0.0882","0.91","100.00","33.33","8","9","47.06","- 15.93","97","57","9.65","0.5488","2002-07-19","18.16","18.45","16","MON","5'10","R","2020","","","-","pick224.com/images/45948_francis-langlois2020.png"
"QMJHL","Colton O'Brien","DY","45952/colton-o-brien","D","2020","46","0.0870","0.0000","0.0870","2","2","7","4","0","0","0","0","0","0","0","32","6.25","0.00","2","34","5.88","2","4","11","0.2391","0.74","100.00","50.00","28","45","38.36","1.02","56","94","17.54","0.2974","2001-12-22","18.73","19.03","68","QUE","6'02","L","2020","","","-","pick224.com/images/45952_colton-o-brien2020.png"
"QMJHL","Justin Gosselin","DY","48975/justin-gosselin","D","2020","23","0.0870","0.0000","0.0870","1","1","1","2","0","0","0","0","0","0","0","15","6.67","0.00","0","15","6.67","1","2","3","0.1304","0.65","100.00","50.00","16","10","61.54","16.08","40","48","14.31","0.3647","2002-02-14","18.59","18.88","4","GAT/BLB","5'11","L","2020","","","-","pick224.com/images/45924_justin-gosselin2020.png"
"OHL","Kallaway Mercer","DY","45644/kallaway-mercer","F","2020","36","0.0833","0.0000","0.0833","2","1","2","3","0","0","0","0","0","0","0","28","7.14","0.00","1","29","6.90","2","3","5","0.1389","0.81","100.00","66.67","6","17","26.09","- 15.58","80","112","9.81","0.5097","2002-07-17","18.16","18.46","17","KGN","5'10","L","2020","","","-","pick224.com/images/45644_kallaway-mercer2020.png"
"WHL","James Form","DY","46122/james-form","F","2020","36","0.0833","0.0000","0.0833","3","0","0","3","0","0","0","0","0","0","0","0","0.00","0.00","0","26","11.54","3","3","3","0.0833","0.72","100.00","100.00","5","7","41.67","- 13.89","90","72","8.95","0.5585","2002-01-25","18.64","18.93","18","WPG","6'02","L","2020","","","-",""
"QMJHL","Vincent Dupuis","DY","48999/vincent-dupuis","D","2020","24","0.0833","0.0000","0.0833","1","1","0","2","0","0","0","0","0","0","0","4","25.00","0.00","1","5","20.00","1","2","2","0.0833","0.21","100.00","50.00","7","3","70.00","33.21","39","67","10.97","0.4559","2002-07-31","18.13","18.42","6","BAC","5'08","L","2020","","","-","pick224.com/images/45967_vincent-dupuis2020.png"
"OHL","David Jesus","DY","46029/david-jesus","D","2020","61","0.0820","0.0000","0.0820","2","3","6","5","0","0","0","0","0","0","0","41","4.88","0.00","0","41","4.88","2","5","11","0.1803","0.67","100.00","40.00","39","37","51.32","3.84","113","125","14.70","0.3345","2002-05-30","18.29","18.58","25","OSH","6'00","R","2020","","","-","pick224.com/images/46029_david-jesus2020.png"
"QMJHL","Jeremy Duguay","DY","46001/jeremy-duguay","F","2020","25","0.0800","0.0000","0.0800","1","1","1","2","0","0","0","0","0","0","0","8","12.50","0.00","1","9","11.11","1","2","3","0.1200","0.36","100.00","50.00","5","15","25.00","- 31.19","59","46","10.33","0.4645","2002-02-14","18.59","18.88","23","ROU","5'10","L","2020","","","-","pick224.com/images/46001_jeremy-duguay2020.png"
"OHL","James Mayotte","DY","46053/james-mayotte","D","2020","50","0.0600","0.0200","0.0800","0","3","4","3","1","0","1","1","0","0","0","34","0.00","25.00","4","38","2.63","1","4","9","0.1800","0.76","75.00","25.00","26","49","34.67","- 1.78","82","143","15.59","0.3080","2002-03-04","18.53","18.83","2","NB","6'02","L","2020","","","-","pick224.com/images/46053_james-mayotte2020.png"
"QMJHL","Etienne Arseneau","DY","45997/etienne-arseneau","D","2020","63","0.0794","0.0000","0.0794","3","2","2","5","0","0","0","0","0","0","0","35","8.57","0.00","0","35","8.57","3","5","7","0.1111","0.56","100.00","60.00","32","41","43.84","3.17","98","143","15.33","0.3107","2002-04-23","18.39","18.69","3","BAC","6'04","L","2020","","","-","pick224.com/images/45997_etienne-arseneau2020.png"
"WHL","Kye Buchanan","DY","45206/kye-buchanan","F","2020","38","0.0789","0.0000","0.0789","2","1","1","3","0","0","0","0","0","0","0","0","0.00","0.00","0","19","10.53","2","3","4","0.1053","0.50","100.00","66.67","10","19","34.48","5.41","50","122","10.50","0.4513","2001-10-04","18.95","19.24","34","SC","6'03","R","2020","","","-",""
"OHL","Sean McGurn","DY","46072/sean-mcgurn","F","2020","38","0.0789","0.0000","0.0789","1","2","0","3","0","0","0","0","0","0","0","22","4.55","0.00","0","22","4.55","1","3","3","0.0789","0.58","100.00","33.33","5","6","45.45","- 9.94","113","91","8.69","0.5451","2002-07-30","18.13","18.42","16","LDN","5'10","R","2020","","","-","pick224.com/images/46072_sean-mcgurn2020.png"
"OHL","Matthew Sredl","DY","45535/matthew-sredl","D","2020","51","0.0588","0.0196","0.0784","2","1","0","3","1","0","1","1","0","0","0","29","6.90","50.00","2","31","9.68","3","4","5","0.0980","0.61","75.00","75.00","13","33","28.26","- 19.67","104","113","14.10","0.3337","2002-04-22","18.40","18.69","57","BAR","6'01","R","2020","","","-","pick224.com/images/45535_matthew-sredl2020.png"
"QMJHL","Nicolas Savoie","DY","45595/nicolas-savoie","D","2020","51","0.0196","0.0392","0.0784","0","1","3","1","0","2","8","2","0","1","0","53","0.00","0.00","10","65","0.00","0","4","15","0.2941","1.27","33.33","0.00","27","35","43.55","- 1.13","84","104","19.17","0.2455","2002-05-30","18.29","18.58","14","QUE","6'00","L","2020","","","-","pick224.com/images/45595_nicolas-savoie2020.png"
"QMJHL","Patrick LeBlanc","DY","45596/patrick-leblanc","F","2020","52","0.0769","0.0000","0.0769","1","3","0","4","0","0","0","0","0","0","0","37","2.70","0.00","2","40","2.50","1","4","4","0.0769","0.77","100.00","25.00","13","18","41.94","- 11.64","105","91","10.52","0.4389","2002-05-30","18.29","18.58","19","CHA","5'11","L","2020","","","-","pick224.com/images/45596_patrick-leblanc2020.png"
"OHL","Kalvyn Watson","DY","46059/kalvyn-watson","F","2020","39","0.0769","0.0000","0.0769","3","0","0","3","0","0","0","0","0","0","0","20","15.00","0.00","0","20","15.00","3","3","3","0.0769","0.51","100.00","100.00","8","11","42.11","- 5.83","93","101","9.26","0.4986","2002-05-15","18.33","18.63","28","SOO","5'08","R","2020","","","-","pick224.com/images/46059_kalvyn-watson2020.png"
"WHL","Cohner Saleski","DY","47057/cohner-saleski","F","2020","40","0.0750","0.0000","0.0750","1","2","0","3","0","0","0","0","0","0","0","0","0.00","0.00","0","34","2.94","1","3","3","0.0750","0.85","100.00","33.33","8","24","25.00","- 5.56","55","125","10.87","0.4140","2002-01-14","18.67","18.96","21","RD/SC","5'09","R","2020","","","-",""
"OHL","Nolan Seed","DY","45540/nolan-seed","D","2020","54","0.0556","0.0185","0.0741","1","2","1","3","0","1","2","1","0","0","0","25","4.00","0.00","0","26","3.85","1","4","7","0.1296","0.48","75.00","25.00","25","23","52.08","- 1.13","116","102","13.61","0.3265","2002-04-24","18.39","18.69","6","OS","5'11","L","2020","","","-","pick224.com/images/45540_nolan-seed2020.png"
"OHL","David Campbell","DY","46035/david-campbell","F","2020","27","0.0741","0.0000","0.0741","2","0","2","2","0","0","0","0","0","0","0","13","15.38","0.00","0","13","15.38","2","2","4","0.1481","0.48","100.00","100.00","6","13","31.58","- 12.87","64","80","9.78","0.4544","2002-04-12","18.43","18.72","12","NB","6'01","L","2020","","","-","pick224.com/images/46035_david-campbell2020.png"
"OHL","Owen Saye","DY","46092/owen-saye","F","2020","41","0.0732","0.0000","0.0732","1","2","1","3","0","0","0","0","0","0","0","25","4.00","0.00","0","25","4.00","1","3","4","0.0976","0.61","100.00","33.33","9","12","42.86","3.28","93","142","9.21","0.4768","2002-01-05","18.69","18.99","17","SAR","5'11","R","2020","","","-","pick224.com/images/46092_owen-saye2020.png"
"WHL","Bryden Kiesman","DY","46172/bryden-kiesman","F","2020","41","0.0732","0.0000","0.0732","1","2","1","3","0","0","0","0","0","0","0","0","0.00","0.00","0","26","3.85","1","3","4","0.0976","0.63","100.00","33.33","6","20","23.08","- 12.19","67","123","10.10","0.4348","2002-02-10","18.60","18.89","11","MJ","6'00","L","2020","","","-",""
"WHL","Makai Mitchell","DY","46134/makai-mitchell","D","2020","28","0.0714","0.0000","0.0714","0","2","1","2","0","0","0","0","0","0","0","0","0.00","0.00","0","15","0.00","0","2","3","0.1071","0.54","100.00","0.00","9","21","30.00","- 12.42","42","57","14.09","0.3042","2002-08-28","18.05","18.34","6","REG","6'01","R","2020","","","-",""
"WHL","Bode Hagan","DY","46177/bode-hagan","F","2020","42","0.0476","0.0238","0.0714","0","2","2","2","0","1","0","1","0","0","0","0","0.00","0.00","0","41","0.00","0","3","5","0.1190","0.98","66.67","0.00","9","22","29.03","- 9.71","74","117","10.73","0.3993","2002-02-26","18.55","18.85","36","BDN/SC","5'08","-","2020","","","-",""
"QMJHL","Pierre-Olivier Bourgeois","DY","45276/pierre-olivier-bourgeois","D","2020","59","0.0678","0.0000","0.0678","0","4","6","4","0","0","0","0","0","0","1","49","0.00","0.00","0","50","0.00","0","4","11","0.1864","0.85","100.00","0.00","41","53","43.62","- 8.09","121","113","17.25","0.2358","2001-11-19","18.82","19.12","2","SHA","6'04","L","2020","","","-","pick224.com/images/45276_pierre-olivier-bourgeois2020.png"
"WHL","Ty Yoder","DY","45612/ty-yoder","F","2020","48","0.0625","0.0000","0.0625","2","1","2","3","0","0","0","0","0","0","0","0","0.00","0.00","0","32","6.25","2","3","5","0.1042","0.67","100.00","66.67","12","22","35.29","- 11.00","75","87","10.93","0.3431","2002-06-19","18.24","18.53","20","VIC","5'09","R","2020","","","-",""
"OHL","Sebastian Bulovs","DY","46062/sebastian-bulovs","F","2020","16","0.0625","0.0000","0.0625","1","0","0","1","0","0","0","0","0","0","0","5","20.00","0.00","1","6","16.67","1","1","1","0.0625","0.38","100.00","100.00","3","2","60.00","- 0.87","56","36","8.42","0.4456","2002-06-15","18.25","18.54","8","SAG","5'11","R","2020","","","-","pick224.com/images/46062_sebastian-bulovs2020.png"
"OHL","Noah Sedore","DY","46679/noah-sedore","F","2020","48","0.0625","0.0000","0.0625","2","1","8","3","0","0","0","0","0","0","0","30","6.67","0.00","1","31","6.45","2","3","11","0.2292","0.65","100.00","66.67","15","25","37.50","- 15.23","116","104","10.62","0.3531","2002-02-24","18.56","18.85","74","ER","5'07","L","2020","","","-","pick224.com/images/46679_noah-sedore2020.png"
"QMJHL","Noah Wilson","DY","48992/noah-wilson","D","2020","32","0.0625","0.0000","0.0625","2","0","0","2","0","0","0","0","0","0","0","12","16.67","0.00","1","13","15.38","2","2","2","0.0625","0.41","100.00","100.00","7","3","70.00","21.88","77","83","10.40","0.3606","2002-07-07","18.19","18.48","17","DRU","6'00","L","2020","","","-","pick224.com/images/45950_noah-wilson2020.png"
